,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
795366,10518882,HZ260989,05/11/2016 11:35:00 PM,111XX S LANGLEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,531,5.0,9.0,50.0,08B,1182904.0,1831227.0,2016,05/18/2016 03:50:36 PM,41.692086945,-87.605982823,"(41.692086945, -87.605982823)"
795367,10518883,HZ260947,05/11/2016 11:37:00 PM,036XX N SHEFFIELD AVE,1330,CRIMINAL TRESPASS,TO LAND,BAR OR TAVERN,True,False,1923,19.0,44.0,6.0,26,1168954.0,1924442.0,2016,05/18/2016 03:50:36 PM,41.948190326,-87.654358906,"(41.948190326, -87.654358906)"
795368,10518886,HZ260936,05/11/2016 09:45:00 PM,010XX W LAWRENCE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1914,19.0,46.0,3.0,08A,1168280.0,1932044.0,2016,05/18/2016 03:50:36 PM,41.969065116,-87.656615702,"(41.969065116, -87.656615702)"
795369,10518889,HZ260870,05/11/2016 06:18:00 AM,041XX W 78TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,834,8.0,13.0,70.0,07,1150357.0,1852709.0,2016,05/18/2016 03:50:36 PM,41.751729953,-87.724586953,"(41.751729953, -87.724586953)"
795370,10518892,HZ260958,05/11/2016 10:38:00 PM,058XX S ROCKWELL ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,True,False,824,8.0,16.0,63.0,24,1160041.0,1865754.0,2016,05/18/2016 03:50:36 PM,41.787333822,-87.688741014,"(41.787333822, -87.688741014)"
795371,10518894,HZ260940,05/11/2016 11:05:00 PM,026XX W THOMAS ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,False,True,1211,12.0,1.0,24.0,04A,1158632.0,1907217.0,2016,05/18/2016 03:50:36 PM,41.901141788,-87.692773339,"(41.901141788, -87.692773339)"
795372,10518896,HZ260850,05/11/2016 06:00:00 PM,024XX W 46TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,922,9.0,12.0,58.0,26,1160773.0,1874106.0,2016,05/18/2016 03:50:36 PM,41.810237699,-87.685826397,"(41.810237699, -87.685826397)"
795373,10518897,HZ260970,05/11/2016 11:10:00 PM,054XX S KIMBARK AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,234,2.0,4.0,41.0,03,1185581.0,1869583.0,2016,05/18/2016 03:50:36 PM,41.797277304,-87.594977113,"(41.797277304, -87.594977113)"
795374,10518898,HZ260903,05/11/2016 10:15:00 PM,038XX S MICHIGAN AVE,1570,SEX OFFENSE,PUBLIC INDECENCY,OTHER,False,False,213,2.0,3.0,35.0,17,1177828.0,1879596.0,2016,05/18/2016 03:50:36 PM,41.824933076,-87.623104662,"(41.824933076, -87.623104662)"
795375,10518899,HZ260902,05/11/2016 10:00:00 PM,079XX S KINGSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,422,4.0,7.0,46.0,08B,1194566.0,1852786.0,2016,05/18/2016 03:50:36 PM,41.750968697,-87.562580604,"(41.750968697, -87.562580604)"
795376,10518900,HZ260831,05/11/2016 09:00:00 PM,056XX S KARLOV AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,813,8.0,13.0,62.0,07,1150002.0,1866695.0,2016,05/18/2016 03:50:36 PM,41.79011671,-87.725525678,"(41.79011671, -87.725525678)"
795377,10518902,HZ260871,05/11/2016 09:30:00 PM,017XX W NORTH SHORE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,APARTMENT,False,False,2432,24.0,49.0,1.0,03,1163666.0,1944558.0,2016,05/18/2016 03:50:36 PM,42.00350269,-87.67322662,"(42.00350269, -87.67322662)"
795378,10518903,HZ260991,05/11/2016 06:30:00 PM,078XX S MARSHFIELD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,611,6.0,17.0,71.0,05,1166706.0,1852706.0,2016,05/18/2016 03:50:36 PM,41.751388675,-87.664675231,"(41.751388675, -87.664675231)"
795379,10518912,HZ260979,05/11/2016 11:00:00 PM,082XX S CHAMPLAIN AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,False,False,631,6.0,6.0,44.0,03,1182000.0,1850509.0,2016,05/18/2016 03:50:36 PM,41.745020034,-87.608698292,"(41.745020034, -87.608698292)"
795380,10518914,HZ260912,05/11/2016 05:30:00 PM,022XX N LEAVITT ST,0810,THEFT,OVER $500,STREET,False,False,1432,14.0,32.0,22.0,06,1161333.0,1914643.0,2016,05/18/2016 03:50:36 PM,41.921463508,-87.682645401,"(41.921463508, -87.682645401)"
795381,10518916,HZ260953,05/11/2016 11:30:00 PM,041XX W LAWRENCE AVE,0810,THEFT,OVER $500,STREET,False,False,1722,17.0,39.0,14.0,06,1148110.0,1931582.0,2016,05/18/2016 03:50:36 PM,41.968210572,-87.730792843,"(41.968210572, -87.730792843)"
795382,10518934,HZ260873,05/11/2016 07:00:00 PM,018XX N CLARK ST,0810,THEFT,OVER $500,STREET,False,False,1814,18.0,43.0,7.0,06,1174594.0,1912399.0,2016,05/18/2016 03:50:36 PM,41.915019425,-87.633988741,"(41.915019425, -87.633988741)"
795383,10518939,HZ260948,05/11/2016 11:30:00 PM,072XX S ASHLAND AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,False,False,735,7.0,17.0,67.0,03,1166940.0,1856558.0,2016,05/18/2016 03:50:36 PM,41.761954098,-87.663707861,"(41.761954098, -87.663707861)"
795384,10518943,HZ260985,05/11/2016 08:00:00 PM,031XX S VERNON AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,211,2.0,4.0,35.0,06,1179851.0,1884462.0,2016,05/18/2016 03:50:36 PM,41.838239606,-87.61553376,"(41.838239606, -87.61553376)"
795385,10518945,HZ261020,05/11/2016 09:00:00 PM,014XX W CHICAGO AVE,0810,THEFT,OVER $500,STREET,False,False,1213,12.0,27.0,24.0,06,1166403.0,1905446.0,2016,05/18/2016 03:50:36 PM,41.89611927,-87.664280577,"(41.89611927, -87.664280577)"
795386,10518951,HZ260956,05/11/2016 10:45:00 PM,071XX S DOBSON AVE,0620,BURGLARY,UNLAWFUL ENTRY,OTHER,False,False,324,3.0,5.0,69.0,05,1184456.0,1857920.0,2016,05/18/2016 03:50:36 PM,41.765299454,-87.599467598,"(41.765299454, -87.599467598)"
795387,10518959,HZ260888,05/11/2016 05:00:00 PM,064XX S KARLOV AVE,0320,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE,False,False,813,8.0,13.0,65.0,03,1150147.0,1861496.0,2016,05/18/2016 03:50:36 PM,41.775847021,-87.725128837,"(41.775847021, -87.725128837)"
795388,10518962,HZ261060,05/11/2016 07:00:00 PM,017XX E 71ST PL,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,False,False,324,3.0,5.0,43.0,05,1189234.0,1857921.0,2016,05/18/2016 03:50:36 PM,41.765188999,-87.581954988,"(41.765188999, -87.581954988)"
795389,10518967,HZ261068,05/11/2016 09:40:00 PM,074XX S LUELLA AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENTIAL YARD (FRONT/BACK),False,True,333,3.0,7.0,43.0,26,1192501.0,1856152.0,2016,05/18/2016 03:50:36 PM,41.760255788,-87.570038199,"(41.760255788, -87.570038199)"
795390,10518971,HZ260968,05/11/2016 11:20:00 PM,006XX E 74TH ST,0460,BATTERY,SIMPLE,STREET,False,False,323,3.0,6.0,69.0,08B,1181937.0,1856095.0,2016,05/18/2016 03:50:36 PM,41.760350072,-87.608756756,"(41.760350072, -87.608756756)"
795391,10518972,HZ260966,05/11/2016 11:20:00 PM,001XX W 87TH ST,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,PARKING LOT/GARAGE(NON.RESID.),False,False,634,6.0,21.0,44.0,03,1176778.0,1847275.0,2016,05/18/2016 03:50:36 PM,41.736264617,-87.627929503,"(41.736264617, -87.627929503)"
795392,10518984,HZ261084,05/11/2016 09:00:00 PM,097XX S DOBSON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,511,5.0,8.0,50.0,07,1184929.0,1840598.0,2016,05/18/2016 03:50:36 PM,41.717754966,-87.598276243,"(41.717754966, -87.598276243)"
795393,10518985,HZ261091,05/11/2016 09:00:00 PM,018XX S INDIANA AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,False,132,1.0,2.0,33.0,06,1177944.0,1891425.0,2016,05/18/2016 03:50:36 PM,41.857390082,-87.622319837,"(41.857390082, -87.622319837)"
795394,10518986,HZ261097,05/11/2016 06:30:00 PM,048XX W CHICAGO AVE,0810,THEFT,OVER $500,CTA BUS STOP,False,False,1531,15.0,37.0,25.0,06,1144043.0,1904874.0,2016,05/18/2016 03:50:36 PM,41.89499875,-87.746419366,"(41.89499875, -87.746419366)"
795395,10519036,HZ261149,05/11/2016 07:00:00 PM,046XX W BELMONT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2521,25.0,31.0,19.0,14,1144584.0,1920864.0,2016,05/18/2016 03:50:36 PM,41.938866781,-87.744028854,"(41.938866781, -87.744028854)"
795396,10519039,HZ261096,05/11/2016 09:00:00 PM,022XX W LYNDALE ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE-GARAGE,False,False,1432,14.0,32.0,22.0,26,1160991.0,1915077.0,2016,05/18/2016 03:50:36 PM,41.922661548,-87.683889918,"(41.922661548, -87.683889918)"
795397,10519040,HZ261106,05/11/2016 06:30:00 PM,006XX E 71ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,323,3.0,6.0,69.0,14,1181858.0,1858086.0,2016,05/18/2016 03:50:36 PM,41.765815405,-87.608984843,"(41.765815405, -87.608984843)"
795398,10519048,HZ261123,05/11/2016 07:00:00 PM,022XX W WARREN BLVD,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,False,False,1223,12.0,2.0,28.0,05,1161461.0,1900313.0,2016,05/18/2016 03:50:36 PM,41.882138205,-87.682574502,"(41.882138205, -87.682574502)"
795399,10519076,HZ261159,05/11/2016 06:00:00 PM,072XX S RIDGELAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,324,3.0,8.0,43.0,14,1189119.0,1857438.0,2016,05/18/2016 03:50:36 PM,41.763866362,-87.582391946,"(41.763866362, -87.582391946)"
795400,10519077,HZ261161,05/11/2016 09:00:00 PM,048XX N CHRISTIANA AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,1713,17.0,39.0,14.0,06,1153174.0,1931926.0,2016,05/18/2016 03:50:36 PM,41.969055293,-87.712163543,"(41.969055293, -87.712163543)"
795401,10519101,HZ261182,05/11/2016 05:00:00 PM,077XX S COLFAX AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,421,4.0,7.0,43.0,14,1194864.0,1854159.0,2016,05/18/2016 03:50:36 PM,41.754728984,-87.561443469,"(41.754728984, -87.561443469)"
795403,10519102,HZ261148,05/11/2016 09:00:00 PM,003XX N LATROBE AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY,False,False,1523,15.0,28.0,25.0,04A,1141318.0,1901686.0,2016,05/18/2016 03:50:36 PM,41.886301206,-87.756506411,"(41.886301206, -87.756506411)"
795404,10519106,HZ261177,05/11/2016 03:00:00 PM,010XX N WOOD ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,False,False,1212,12.0,1.0,24.0,11,1164199.0,1907237.0,2016,05/18/2016 03:50:36 PM,41.901080784,-87.672324722,"(41.901080784, -87.672324722)"
795405,10519113,HZ261102,05/11/2016 07:00:00 PM,030XX W WALNUT ST,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),False,False,1222,12.0,2.0,27.0,06,1156164.0,1901479.0,2016,05/18/2016 03:50:36 PM,41.885446395,-87.701993627,"(41.885446395, -87.701993627)"
795406,10519144,HZ261167,05/11/2016 07:45:00 PM,069XX S EAST END AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,False,False,332,3.0,5.0,43.0,05,1188976.0,1859314.0,2016,05/18/2016 03:50:36 PM,41.769017689,-87.582856072,"(41.769017689, -87.582856072)"
795407,10519146,HZ261210,05/11/2016 11:00:00 PM,006XX N MAY ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1214,12.0,27.0,24.0,06,1168714.0,1904181.0,2016,05/18/2016 03:50:36 PM,41.89259826,-87.65582947,"(41.89259826, -87.65582947)"
795408,10519152,HZ261181,05/11/2016 09:00:00 PM,031XX S MORGAN ST,0810,THEFT,OVER $500,STREET,False,False,913,9.0,11.0,60.0,06,1170156.0,1883989.0,2016,05/18/2016 03:50:36 PM,41.837158469,-87.651122919,"(41.837158469, -87.651122919)"
795409,10519155,HZ261170,05/11/2016 06:00:00 PM,084XX S STATE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,632,6.0,6.0,44.0,07,1177761.0,1849145.0,2016,05/18/2016 03:50:36 PM,41.741373962,-87.624271705,"(41.741373962, -87.624271705)"
795410,10519162,HZ261127,05/11/2016 11:00:00 PM,115XX S HARVARD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,False,522,5.0,34.0,53.0,07,1176021.0,1828502.0,2016,05/18/2016 03:50:36 PM,41.68476586,-87.63126365,"(41.68476586, -87.63126365)"
795411,10519163,HZ261113,05/11/2016 09:00:00 PM,010XX N SPRINGFIELD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1112,11.0,27.0,23.0,07,1150198.0,1906578.0,2016,05/18/2016 03:50:36 PM,41.899556937,-87.723769018,"(41.899556937, -87.723769018)"
795412,10519170,HZ261230,05/11/2016 04:00:00 PM,072XX S STONY ISLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,VACANT LOT/LAND,False,False,324,3.0,5.0,43.0,14,1188180.0,1857120.0,2016,05/18/2016 03:50:36 PM,41.763016186,-87.585843669,"(41.763016186, -87.585843669)"
795413,10519181,HZ261120,05/11/2016 08:30:00 AM,049XX W ADAMS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1533,15.0,28.0,25.0,08B,1143599.0,1898880.0,2016,05/18/2016 03:50:36 PM,41.878558822,-87.748200191,"(41.878558822, -87.748200191)"
795414,10519183,HZ261142,05/11/2016 09:00:00 AM,003XX W CHICAGO AVE,0560,ASSAULT,SIMPLE,STREET,False,False,1831,18.0,42.0,8.0,08A,1173966.0,1905668.0,2016,05/18/2016 03:50:36 PM,41.896563253,-87.636496801,"(41.896563253, -87.636496801)"
795415,10519184,HZ261227,05/11/2016 08:48:00 PM,069XX S CRANDON AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,False,False,331,3.0,5.0,43.0,05,1192524.0,1859368.0,2016,05/18/2016 03:50:36 PM,41.76908018,-87.569849286,"(41.76908018, -87.569849286)"
795417,10519189,HZ261259,05/11/2016 07:00:00 PM,051XX S CICERO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,814,8.0,23.0,56.0,14,1145225.0,1870231.0,2016,05/18/2016 03:50:36 PM,41.799911401,-87.742952841,"(41.799911401, -87.742952841)"
795418,10519191,HZ261092,05/11/2016 11:00:00 PM,007XX W 31ST ST,0890,THEFT,FROM BUILDING,APARTMENT,False,False,914,9.0,11.0,60.0,06,1171697.0,1884328.0,2016,05/18/2016 03:50:36 PM,41.83805499,-87.645458414,"(41.83805499, -87.645458414)"
795419,10519193,HZ261243,05/11/2016 07:00:00 PM,001XX W OAK ST,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,1832,18.0,42.0,8.0,06,1174734.0,1907126.0,2016,05/18/2016 03:50:36 PM,41.900546929,-87.633632427,"(41.900546929, -87.633632427)"
795420,10519198,HZ261213,05/11/2016 07:23:00 PM,005XX N LAVERGNE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1532,15.0,28.0,25.0,14,1142939.0,1902996.0,2016,05/18/2016 03:50:36 PM,41.889865949,-87.750520965,"(41.889865949, -87.750520965)"
795421,10519203,HZ261146,05/11/2016 10:45:00 PM,067XX S JEFFERY BLVD,0460,BATTERY,SIMPLE,SIDEWALK,False,False,332,3.0,5.0,43.0,08B,1190703.0,1860780.0,2016,05/18/2016 03:50:36 PM,41.772998982,-87.576478539,"(41.772998982, -87.576478539)"
795422,10519204,HZ261224,05/11/2016 09:30:00 AM,020XX S KARLOV AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1012,10.0,24.0,29.0,07,1149369.0,1889846.0,2016,05/18/2016 03:50:36 PM,41.853658552,-87.727247936,"(41.853658552, -87.727247936)"
795423,10519246,HZ261158,05/11/2016 07:30:00 PM,047XX N CUMBERLAND AVE,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,1614,16.0,36.0,76.0,08A,1119318.0,1930531.0,2016,05/18/2016 03:50:36 PM,41.965833327,-87.836683967,"(41.965833327, -87.836683967)"
795424,10519256,HZ261244,05/11/2016 10:30:00 PM,075XX S CARPENTER ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,612,6.0,17.0,71.0,07,1170620.0,1854806.0,2016,05/18/2016 03:50:36 PM,41.757066983,-87.65027122,"(41.757066983, -87.65027122)"
795425,10519289,HZ261228,05/11/2016 09:20:00 AM,020XX S MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,131,1.0,3.0,33.0,14,1177528.0,1890620.0,2016,05/18/2016 03:50:36 PM,41.855190551,-87.623871195,"(41.855190551, -87.623871195)"
795426,10519295,HZ261264,05/11/2016 05:00:00 PM,046XX N WESTERN AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,STREET,False,False,1911,19.0,47.0,4.0,14,1159527.0,1930915.0,2016,05/18/2016 03:50:36 PM,41.966152287,-87.688831565,"(41.966152287, -87.688831565)"
795427,10519304,HZ261293,05/11/2016 09:00:00 PM,065XX S MAY ST,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),False,False,724,7.0,17.0,68.0,07,1169775.0,1861434.0,2016,05/18/2016 03:50:36 PM,41.775273424,-87.653175929,"(41.775273424, -87.653175929)"
795428,10519363,HZ261207,05/11/2016 04:30:00 PM,033XX E 136TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,433,4.0,10.0,55.0,07,1200357.0,1815388.0,2016,05/18/2016 03:50:36 PM,41.6482009,-87.542618224,"(41.6482009, -87.542618224)"
795429,10519414,HZ261318,05/11/2016 11:50:00 PM,007XX N CHRISTIANA AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENTIAL YARD (FRONT/BACK),False,True,1121,11.0,27.0,23.0,26,1153911.0,1904708.0,2016,05/18/2016 03:50:36 PM,41.894352276,-87.710180992,"(41.894352276, -87.710180992)"
795430,10519418,HZ261294,05/11/2016 03:30:00 PM,023XX E 104TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,False,False,434,4.0,10.0,51.0,04A,1193655.0,1836532.0,2016,05/18/2016 03:50:36 PM,41.706388573,-87.566449548,"(41.706388573, -87.566449548)"
795431,10519422,HZ261317,05/11/2016 02:30:00 PM,050XX N KIMBALL AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,"SCHOOL, PUBLIC, BUILDING",True,False,1713,17.0,39.0,13.0,18,1152801.0,1933422.0,2016,05/18/2016 03:50:36 PM,41.973167821,-87.713495268,"(41.973167821, -87.713495268)"
795432,10519424,HZ261256,05/11/2016 07:00:00 PM,076XX S STONY ISLAND AVE,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,False,False,411,4.0,5.0,43.0,06,1188134.0,1854823.0,2016,05/18/2016 03:50:36 PM,41.756714109,-87.586085395,"(41.756714109, -87.586085395)"
795433,10519425,HZ260215,05/11/2016 10:43:00 AM,062XX S STONY ISLAND AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,314,3.0,5.0,42.0,08A,1187940.0,1864073.0,2016,05/18/2016 03:50:36 PM,41.78210152,-87.586502002,"(41.78210152, -87.586502002)"
795434,10519430,HZ261377,05/11/2016 05:00:00 PM,044XX S INDIANA AVE,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,False,False,215,2.0,3.0,38.0,08B,1178342.0,1875628.0,2016,05/18/2016 03:50:36 PM,41.814032881,-87.621339587,"(41.814032881, -87.621339587)"
795435,10519433,HZ261122,05/11/2016 08:00:00 AM,020XX E 68TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,331,3.0,5.0,43.0,05,1191157.0,1860292.0,2016,05/18/2016 03:50:36 PM,41.771648897,-87.574830096,"(41.771648897, -87.574830096)"
795436,10519436,HZ261328,05/11/2016 05:30:00 PM,044XX S INDIANA AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,False,False,215,2.0,3.0,38.0,04B,1178342.0,1875628.0,2016,05/18/2016 03:50:36 PM,41.814032881,-87.621339587,"(41.814032881, -87.621339587)"
795437,10519438,HZ261307,05/11/2016 05:00:00 PM,008XX W MARQUETTE RD,0820,THEFT,$500 AND UNDER,STREET,False,False,723,7.0,16.0,68.0,06,1172040.0,1860429.0,2016,05/18/2016 03:50:36 PM,41.772466128,-87.644902227,"(41.772466128, -87.644902227)"
795438,10519450,HZ261342,05/11/2016 11:20:00 PM,033XX W 63RD ST,0810,THEFT,OVER $500,OTHER,False,False,823,8.0,15.0,66.0,06,1155230.0,1862652.0,2016,05/18/2016 03:50:36 PM,41.7789191,-87.706463927,"(41.7789191, -87.706463927)"
795439,10519457,HZ261394,05/11/2016 06:50:00 AM,006XX S CICERO AVE,1585,SEX OFFENSE,OTHER,STREET,False,False,1533,15.0,24.0,25.0,17,1144487.0,1896833.0,2016,05/18/2016 03:50:36 PM,41.872924943,-87.744991122,"(41.872924943, -87.744991122)"
795440,10519460,HZ261276,05/11/2016 07:00:00 AM,054XX S SPAULDING AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,822,8.0,14.0,63.0,06,1155307.0,1868315.0,2016,05/18/2016 03:50:36 PM,41.794457657,-87.706030163,"(41.794457657, -87.706030163)"
795441,10519469,HZ261395,05/11/2016 04:48:00 PM,007XX W 70TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,732,7.0,6.0,68.0,26,1172366.0,1858448.0,2016,05/18/2016 03:50:36 PM,41.76702286,-87.643765428,"(41.76702286, -87.643765428)"
795442,10519476,HZ261286,05/11/2016 06:30:00 PM,026XX S WENTWORTH AVE,0810,THEFT,OVER $500,RESTAURANT,False,False,914,9.0,11.0,34.0,06,1175392.0,1886958.0,2016,05/18/2016 03:50:36 PM,41.845189914,-87.631821006,"(41.845189914, -87.631821006)"
795443,10519486,HZ261076,05/11/2016 10:00:00 PM,028XX W ARTHUR AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2412,24.0,50.0,2.0,07,1156015.0,1942989.0,2016,05/18/2016 03:50:36 PM,41.999355706,-87.701417062,"(41.999355706, -87.701417062)"
795444,10519492,HZ261308,05/11/2016 09:40:00 PM,067XX S SOUTH CHICAGO AVE,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,CTA BUS,False,False,322,3.0,20.0,69.0,03,1180242.0,1860516.0,2016,05/18/2016 03:50:36 PM,41.772520766,-87.614833569,"(41.772520766, -87.614833569)"
795445,10519493,HZ261412,05/11/2016 10:30:00 PM,023XX N LISTER AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1432,14.0,32.0,22.0,06,1162763.0,1915431.0,2016,05/18/2016 03:50:36 PM,41.923595936,-87.677369078,"(41.923595936, -87.677369078)"
795446,10519544,HZ261469,05/11/2016 08:00:00 AM,030XX W JACKSON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,False,False,1124,11.0,28.0,27.0,14,1155948.0,1898528.0,2016,05/18/2016 03:50:36 PM,41.877352918,-87.702866432,"(41.877352918, -87.702866432)"
795447,10519583,HZ261454,05/11/2016 08:00:00 AM,076XX S EMERALD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,False,False,621,6.0,17.0,71.0,11,1172623.0,1854303.0,2016,05/18/2016 03:50:36 PM,41.755642812,-87.642945357,"(41.755642812, -87.642945357)"
795448,10519597,HZ261538,05/11/2016 06:50:00 PM,022XX W DIVISION ST,0890,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,False,False,1212,12.0,32.0,24.0,06,1161104.0,1907941.0,2016,05/18/2016 03:50:36 PM,41.903077492,-87.683673325,"(41.903077492, -87.683673325)"
795449,10519598,HZ261450,05/11/2016 06:00:00 PM,057XX N CALIFORNIA AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,True,2011,20.0,40.0,2.0,08A,1156650.0,1937795.0,2016,05/18/2016 03:50:36 PM,41.985090261,-87.699222545,"(41.985090261, -87.699222545)"
795450,10519602,HZ261497,05/11/2016 07:00:00 PM,045XX S HERMITAGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,924,9.0,20.0,61.0,14,1165441.0,1874538.0,2016,05/18/2016 03:50:36 PM,41.811325368,-87.668692471,"(41.811325368, -87.668692471)"
795451,10519612,HZ261542,05/11/2016 10:00:00 PM,067XX S RIDGELAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,False,False,332,3.0,5.0,43.0,14,1189026.0,1860651.0,2016,05/18/2016 03:50:36 PM,41.77268533,-87.582630022,"(41.77268533, -87.582630022)"
795452,10519716,HZ261551,05/11/2016 06:00:00 PM,040XX S PRAIRIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,CHA PARKING LOT/GROUNDS,False,False,213,2.0,3.0,38.0,14,1178705.0,1878338.0,2016,05/18/2016 03:50:36 PM,41.821461084,-87.619925551,"(41.821461084, -87.619925551)"
795453,10519718,HZ261588,05/11/2016 01:00:00 PM,043XX W WABANSIA AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",False,False,2534,25.0,31.0,23.0,08A,1147025.0,1910941.0,2016,05/18/2016 03:50:36 PM,41.911590736,-87.73531182,"(41.911590736, -87.73531182)"
795454,10519732,HZ261624,05/11/2016 11:00:00 AM,010XX W LAKE ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1214,12.0,27.0,28.0,06,1169279.0,1901619.0,2016,05/18/2016 03:50:36 PM,41.885555696,-87.653828975,"(41.885555696, -87.653828975)"
795455,10519748,HZ261563,05/11/2016 09:53:00 PM,009XX W NORTH AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,DEPARTMENT STORE,False,False,1822,18.0,32.0,8.0,11,1169678.0,1910842.0,2016,05/18/2016 03:50:36 PM,41.910855509,-87.652094846,"(41.910855509, -87.652094846)"
